name,phone,money,rating,reviewCount,detail_url,business_website,popular_dishes,address,claimed,type,business_highlights,business_owner,about_business
Lavash,(415) 664-5555,$$,4.2,1644,https://www.yelp.com/biz/lavash-san-francisco-2?osq=Restaurants,lavashsf.com,"Lamb Chops, Taste of Persia, Basmati Rice, San Francisco Trip, Roasted Eggplant, Sabzi Panir, Adas Polo, Zereshk Polo, Chicken Kabob, Jeweled Rice, Lean Beef Stew, Lentil Soup, Yogurt Salad, Shiraz Salad, Ghormeh Sabzi, Barberries, Chicken Breast Plate, Joojeh Kabob, Kookoo Sabzi, Koobideh Kabob","511 Irving St San Francisco, CA 94122",Claimed,"Persian/Iranian, Wine Bars, Mediterranean","Takes Reservations,Walk-ins Welcome,Vegan Options",Lavash T.,"speciality:
Dear Lavash Family,

We are currently open for take-out and delivery during all hours of operation and are offering a limited amount of indoor and outdoor seating during our dinner hours and on weekends (please see hours below). Please order pick up through our website and delivery through UberEats, Doordash, and Grubhub.

IMPORTANT! PLEASE READ!

Pick-up hours: Tuesday - Sunday 12pm - 8pm

Dine-in hours:
Tuesday - Friday 5pm-9pm
Saturday - 12pm-9pm
Sunday - 12pm-8pm

We look forward to hosting you!
Lavash Family

historyText:
Lavash is San Francisco's Persian restaurant

businessOwnerBio:
Lavash is a cozy, family-owned business in the heart of San Francisco&#39;s Sunset District.<br>With its beautiful décor, saffron walls, and Mediterranean ambiance, Lavash simply radiates classic Persian hospitality.<br>Gather with friends or cozy up at a table next to the fire as irresistible aromas of fire-grilled kabobs waft from the kitchen."
Kuker,,,4.8,16,https://www.yelp.com/biz/kuker-san-francisco-2?osq=Restaurants,kukersf.com,"Spinach Banitsa, Kebabche, Soft Roll, Red Pepper Spread, Monastirska Chorba","900 Avenue D San Francisco, CA 94130",,"Bulgarian, Kebab, Bakeries",Classy,,"speciality:


historyText:


businessOwnerBio:
"
Dumpling House,(415) 829-2789,$$,4.3,475,https://www.yelp.com/biz/dumpling-house-san-francisco?osq=Restaurants,dumplinghouse-sf.com,"BBQ Pork Buns, Crystal Shrimp Dumplings, Fresh Shrimp and Leek Dumplings, Black Truffle Xiao Long Bao, Spinach Dumplings, Fresh Shrimp and Pork Dumplings, Pepper Salt Chicken Wings, Pan-fried Vegetable and Meat Buns, Pan-fried Turnip Cake, Pork and Cabbage Dumplings, Cream Custard Buns, Marinated Cucumber, Shrimp Toast, Noodles with Pork in Fried Bean Paste, Deep-fried Meat Dumplings, Hong Kong Style Wonton Noodles with Soup, Original Xiao Long Bao, Pork and Sweet Corn Dumplings, Seaweed Salad, Garlic Broccoli","335 Noe St San Francisco, CA 94114",Claimed,"Dim Sum, Asian Fusion","Offers Delivery,Offers Takeout",Wayne Y.,"speciality:
Everything in our restaurant is made by order and it's made by care and love as well. Our main dim sum chief been doing Hong Kong dim sum for more than 20 years. In these 20 years, he used to work in Beijing, Shanghai, Hong Kong, and also gains various experiences from Michelin restaurant.

historyText:
Dumpling House is a family business. We love this neighborhood and every single person I met in this neighborhood is so nice and willing to take time to know more about dumplings. Also, everything in our restaurant is made by order and it’s made by care and love as well. Our main dim sum chief been doing Hong Kong dim sum for more than 20 years. In these 20 years, he used to work in Beijing, Shanghai, Hong Kong, and also gains various experiences from Michelin restaurant.

businessOwnerBio:
Dumpling House SF is a family business. We love this neighborhood and every single person I met in this neighborhood is so nice and willing to take time to know more about dumplings. Also, since everything is made by order, so it might take a bit of time. However, it&#39;s made by care and love. Dim Sum plays a big role in our menu, and also our main back kitchen chief been doing dim sum for more than 20 years."
Hook Fish,,$$,4.3,1049,https://www.yelp.com/biz/hook-fish-san-francisco-6?osq=Restaurants,hookfishco.com,"Fish and Chips, Fish Tacos, Fresh Fish, Fish Burrito, Poke Burrito, Crab Cakes, Fish Sandwich, Fried Avocado Tacos, Fried Fish, Poke Tacos, Crab Burger, Poke and Chips, Fresh Catch of the Day Burrito, Poke Plate, Smoked Trout Salad, Habanero Carrot, Parklet","4542 Irving St San Francisco, CA 94122",Claimed,"Seafood, Tacos","Offers Takeout,Vegan Options",,"speciality:
Hook Fish Co is a seafood business in San Francisco, CA. We are committed to sourcing from hook & line fishermen and providing our community of consumers with insight to their local seafood by highlighting where the fish was caught, who caught it, and methods used.

historyText:
After time spent bike touring down the Pacific Coast of CA and the Baja peninsula surfing, fishing, and interacting with local fishermen whose lives depend on and are inspired by the ocean, we returned to our San Francisco community. Here we recognized a need for quality seafood in our neighborhood with a transparent sourcing ethic.

businessOwnerBio:
None"
Sikdang Woori,(415) 658-7974,,4.5,11,https://www.yelp.com/biz/sikdang-woori-san-francisco-2?osq=Restaurants,,,"1506 Fillmore St San Francisco, CA 94115",Claimed,Korean,,,"speciality:
Located in the heart of the Fillmore district in San Francisco, Sikdang Woori conveys a whole experience of a heartful traditional Korean meal ranging from nutritious and delicious lunches to full meals and a bar-style dinner menu that also accommodates various dietary preferences.

historyText:
None

businessOwnerBio:
None"
Roma Antica,(415) 896-4281,$$,4.5,1353,https://www.yelp.com/biz/roma-antica-san-francisco-3?osq=Restaurants,roma-antica.club,"Tiramisu, Cacio E Pepe, Carbonara, Lasagna, Coda Alla Vaccinara, Gnocchi, Boscaiola, Porcini Ravioli, Margherita, Amatriciana, Salsiccia, Panna Cotta, Diavola","3242 Scott St San Francisco, CA 94123",Claimed,"Pizza, Italian, Pasta Shops","Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
The two hope to bring reasonably-priced Italian meals--with an authentic Italian vibe--to the area. And true to the family-friendly spirit of Italian eateries, the restaurant was created with both parents and their children in mind.

historyText:
Roma Antica was born in the heart of the Marina District. The product of a rich cultural heritage that passed along for generations, the art of Roman Cuisine, revisited in a modern style.

We aim through our cuisine to share our family tradition, surrounding you with a simple meal in great company. The menu offers a selection of authentic recipes from Rome as well as additional specialties from the magic of sitting around a table, sipping good wine and enjoy all the regions of Italy.

All of this, wrapped in a true Italian accent, will make you feel as if you were living a typical day in Rome, where ""the sun kisses you, the wind caresses you and the city protects you!

The partners are Dogukan Solmaz  and Roberto Sbaraglia, a Roman whose father has owned a restaurant in Rome, Antica, for the past 30 years
The two met at hospitality school in Rome in 2005 and have been looking for a place in San Francisco for the past three years.

businessOwnerBio:
None"
Gao Viet Kitchen &amp; Bar,(415) 592-8090,$$$,4.3,315,https://www.yelp.com/biz/gao-viet-kitchen-and-bar-san-francisco?osq=Restaurants,gaokitchen.com,"Banh Cuon - Rice Noodle Rolls, The Big Gao Pho, Bo Tai Chanh - Beef Carpaccio, Bo Ne, Chubby Pho, Pork Belly, Banh Beo - Steam Rice Cake, Bun Rieu Co Ba - Soft Shell Crab, Pho Roll, Nem Nuong Fresh Grilled Pork Sausage Roll, Garlic Noodle 3-way, Banh Canh, Cha Gio Crispy Imperial Roll, Pork Rib - With Coconut Sticky Rice, Crab Banh Canh, Crispy Lemongrass Tofu, What The Wok Pho, Bo Luc Lac Shaking Beef - With Garlic Noodle, Fish Sauce Glazed Chicken Wing","1900 Irving St San Francisco, CA 94122",Claimed,"Cocktail Bars, Vietnamese, Seafood","Walk-ins Welcome,Accepts Credit Cards",,"speciality:
Family owned Vietnamese Kitchen and Bar

historyText:
None

businessOwnerBio:
None"
Ollei,(415) 644-5330,,4.6,70,https://www.yelp.com/biz/ollei-san-francisco?osq=Restaurants,,"Soft Tofu Soup, Pork Belly, Kimchi Fried Rice, BBQ Short Ribs, Short Rib Soup, Beef Brisket Soup, Cold Buckwheat Noodle Soup, Cold Kimchi Noodle Soup, Bul Go Ki, Creamy Ttok & Pasta Plate, Steamed Egg Souffle","2127 Polk St San Francisco, CA 94109",Claimed,"Korean, Comfort Food, Asian Fusion","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Comfort Korean food, Late night Korean food

historyText:
None

businessOwnerBio:
None"
Beit Rima,(415) 703-0270,$$,4.5,717,https://www.yelp.com/biz/beit-rima-san-francisco-3?osq=Restaurants,beitrimasf.com,"Chicken Shish Tawook Plate, Beef Kabob Plate, Muhammara, Baba Ganoush, Gazan Braised Lamb Shank, Baked Halloumi, Batata Harra, Shakshuka, A La Carte Chicken Skewer, Lebna, Fattoush, Grilled Hanger Steak, Muhalabia, Hummus Ma Lehma, Whole Fried Branzino","138 Church St San Francisco, CA 94114",Claimed,"Arabic, Mediterranean, Lebanese","Offers Delivery,Offers Takeout",Samir M.,"speciality:
Authentic Arabic comfort food with fresh ingredients sourced from local farms, made and served with love.

historyText:
Since opening in 2019, Beit Rima has been voted Best New Restaurant by San Franciscans’ via SF Weekly and Top 100 Restaurant from the SF Chronicle and with rave reviews from food critics. In 2020, Beit Rima was recognized on a national level when we were listed as a semi finalist for Best New Restaurant via the prestigious James Beard Awards. Follow us on Instagram @beitrima to stay updated on seasonal specials! We look forward to having you!

businessOwnerBio:
Read the EaterSF article on Beit Rima to learn more about how the restaurant started!"
Best Kept Secret,(415) 598-8220,$$,4.3,59,https://www.yelp.com/biz/best-kept-secret-san-francisco?osq=Restaurants,bks-sf.com,"Mama Mak 's Spicy Wontons, Loco Moco, Kimchi Paella, Chicken & Mushroom Tagliatelle, Chicken Liver Pate, Wagyu Beef, Wagyu Steak, Wagyu Zabuton, Zabuton Steak, Benedicts, Og Benny, Holy Guacamole Benny, Tomato Basil Bruschetta, Galbi, Pesto Bruschetta, Smackinfood","1055 Taraval St San Francisco, CA 94116",Claimed,"Lounges, Cocktail Bars, Asian Fusion","Takes Reservations,Accepts Credit Cards",,"speciality:
Welcome to sunsets newest restaurant and cocktail bar. We specialize in craft cocktails with a focus on a unique dinner menu that invites you to share small plates or larger entrees with friends and family. Our space is over 3000 square feet with 14 ft ceilings and offer leather lounge seating throughout. We are a perfect venue to celebrate any occasion  no matter how intimate or extravagant. We have hosted baby showers of over 100 guests or engagement parties of 40. Please visit our website at www.bks-sf.com for more info and sample menu. Thanks!

we are also starting our brunch service with bottomless mimosa and beer starting late feb pending no setbacks!


historyText:
Sunset Districts newest restaurant and cocktail lounge.

businessOwnerBio:
None"
KAIYŌ Rooftop,(415) 800-8141,,3.8,723,https://www.yelp.com/biz/kaiy%C5%8D-rooftop-san-francisco-5?osq=Restaurants,Hyatt Place San Francisco / Downtown,"Lima Roll, Kaiyo Roll, Nikomi Beef Empanadas, Beef Tataki, Bluefin Tuna Toast, Pork Bao Buns, Papas Fritas, Oysters, Salmon Ceviche, Kame House Roll, Leche De Tigre, Chicken Karaage, Karaage Pollo, Lomo Saltado Roll, Shrimp Tempura, Scallop Tiradito, Shishito, Classic","701 3rd St Fl 12 San Francisco, CA 94105",Claimed,"Peruvian, Cocktail Bars, Sushi Bars","Takes Reservations,Pescatarian Options",,"speciality:
KAIYŌ Rooftop is a tropical oasis in the sky, an immersive Nikkei experience that transports guests the moment they walk through the elevator door. Plants, rich textiles, colorful fabrics, soft lighting and stunning food/cocktails invite guests to explore the Japanese culinary influence within Peruvian culture.

historyText:
None

businessOwnerBio:
None"
Fable,(415) 590-2404,$$,4.1,837,https://www.yelp.com/biz/fable-san-francisco?osq=Restaurants,fablesf.com,"Pork Chop, Pork Cheeks, Fried Chicken Sandwich, French Toast, Vegan Lasagna, Pot Roast, Eggs Benedict, Double Cheeseburger, Red Quinoa Bowl, Fried Egg Sandwich, Caesar Salad, Beet Salad, Dungeness Crab Sandwiches, Duck Confit Salad, Ricotta Stuffed Squash Blossoms, Focaccia, Quiche, American","558 Castro St San Francisco, CA 94114",Claimed,"American (New), Wine Bars, Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",,"speciality:
Best garden patio restaurant in SF. All-weather, heated, covered outdoor dining. Weekday lunch & happy hour.

historyText:
In the heart of San Francisco's vibrant Castro neighborhood, our patio restaurant showcases seasonal California cuisine and the best brunch in town. Join us for lunch, happy hour, dinner, or a weekend brunch in a unique, all-weather, outdoor dining experience. Inside Fable, our open kitchen concept shows how fresh ingredients are used to create the finished product.

businessOwnerBio:
None"
Sotto Mare,(415) 398-3181,$$,4.3,5096,https://www.yelp.com/biz/sotto-mare-san-francisco-4?osq=Restaurants,Dante Benedetti Hotel & Sro,"Boston Clam Chowder, Grilled Sand Dabs, Lobster Ravioli, Smoked Salmon, Linguine with Seafood, Fettuccine with Bay Scallops","552 Green St San Francisco, CA 94133",Claimed,"Seafood, Italian, Bars","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
Beretta Divisadero,(415) 654-5211,$$,4.2,452,https://www.yelp.com/biz/beretta-divisadero-san-francisco?osq=Restaurants,berettasf.com,"Hot Salami Pizza, Roasted Beet Salad, Squid Ink Risotto, Margherita Pizza, Burrata Pizza, Spicy Marinara Pizza, Funghi Misti Fontina Valdostana, Funghi Pizza, Fried Cauliflower, Margherita Burrata, Lasagna Bolognese, Dungeness Crab Arancini, Mushroom Risotto, Carbonara Pizza, Mushroom Pizza, Walnut Toast, Herb Onion Focaccia, Aperol Spritz, Gelato, Chicken Parm Pasta","661 Divisadero St San Francisco, CA 94117",Claimed,"Italian, Pizza, Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout,Vegan Options",,"speciality:


historyText:


businessOwnerBio:
"
Copra,(415) 873-0795,$$$,4.1,232,https://www.yelp.com/biz/copra-san-francisco-2?osq=Restaurants,,,,,,,,"speciality:


historyText:


businessOwnerBio:
"
Tanglad,(415) 624-3238,$$,4.5,257,https://www.yelp.com/biz/tanglad-san-francisco?osq=Restaurants,tangladsf.webflow.io,"Garlic Noodles, Spring Rolls, Pork Noodles Soup, Imperial Rolls, Bun Rieu, Grilled Pork Salad, Five Spice Chicken, Pork Chop, Bun Bo Hue, Papaya Salad, Rare Steak, Grilled Lemongrass Beef, Spice Chicken Sandwich, Lemongrass Beef Sandwich, Combo Pho, Spicy Beef Noodle, Seafood Pho, Fried Calamari, Pork Belly Sandwich","469 Castro St San Francisco, CA 94114",Claimed,Vietnamese,"Offers Delivery,Offers Takeout,Vegan Options",,"speciality:
Vietnamese Food

historyText:
None

businessOwnerBio:
None"
Fog Harbor Fish House,(415) 969-2010,$$,4.3,9731,https://www.yelp.com/biz/fog-harbor-fish-house-san-francisco-2?osq=Restaurants,PIER 39,"Clam Chowder, Crab Cakes, Mixed Grill, Fish and Chips, Dungeness Crab, Crab Risotto, Ahi Tuna Poke, Lobster Tails, Baked Oysters, Blue Cheese Garlic, Surf and Turf, Seafood Penne, Garlic Roasted Crab, Caesar Salad, Lobster Roll, Crab Roll, Scallop Risotto, Fried Calamari, Swordfish","39 Pier San Francisco, CA 94133",Claimed,"Seafood, Wine Bars, Cocktail Bars","Takes Reservations,Walk-ins Welcome",Bob P.,"speciality:
Ranked Top 5 Most Popular Restaurants in SF by Yelp.
Award winning view of the Golden Gate Bridge, and Alcatraz!
Waterfront indoor & outdoor seating. 
First restaurant on Fisherman's Wharf with 100% sustainable seafood.
Fresh fish delivered and hand cut daily.
Fresh sourdough bread baked every 30 minutes.
New England Clam Chowder made from scratch daily.
Vast California wine list and full bar with premium liquor

historyText:
Fog Harbor Fish House offers the quintessential San Francisco waterfront dining experience. Steeped in tradition, Fog Harbor Fish House was created by the original developers of PIER 39 and is filled with a quarter century of San Francisco history. Family-owned and operated, Fog Harbor Fish House is among the most favored restaurants on the Wharf where we pride ourselves in offering the freshest seafood in San Francisco.

businessOwnerBio:
Bob Partrite is the Chief Operating Officer of the Simco Restaurant group on Pier 39. He is passionate about serving fresh sustainable seafood and creating a dining experience that is memorable. His goal is to exceed guests expectations and you will find him in our restaurants on a daily basis. &#34;We are your local PIER 39 restaurant, come visit us and see why&#34;.<br><br>Warren Simmons was the visionary behind the creation, conceptualizing and development of what would become one of the world&#39;s most famous landmarks: PIER 39. Today, over 30 years later, Simco Restaurants continues to own and operate the most successful restaurants on Fisherman&#39;s Wharf including the award-winning Pier Market Restaurant, Fog Harbor Fish House, Wipeout Bar &amp; Grill, Eagle Cafe and Biscoff Coffee Corner."
Horsefeather,(415) 817-1939,$$,4,526,https://www.yelp.com/biz/horsefeather-san-francisco-2?osq=Restaurants,horsefeatherbar.com,"Pulled Pork Tacos, Poke Bowl, Chicken Katsu Sando, Double Cheeseburger","528 Divisidero St San Francisco, CA 94117",Claimed,"Cocktail Bars, American (New)","Takes Reservations,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
That’s My Jam,,,4.8,66,https://www.yelp.com/biz/thats-my-jam-san-francisco?osq=Restaurants,thatsmyjam324.com,"Breakfast Sandwich, Avocado Toast, Seared Ahi Tuna Sandwich, Eggs Benedict, Bacon Quiche, Red Rooibos, Salmon Salad, Twiggy","324 Divisadero St San Francisco, CA 94117",Claimed,"Salad, Breakfast & Brunch, Tapas/Small Plates","Offers Takeout,Vegan Options",,"speciality:
Local neighborhood eatery serving local, organic and ethically sourced ingredients. High quality breakfast, brunch and lunch made fresh daily by the Chef/Owner Mark. Exceptional customer service with counter and table service. Wine, beer & cider by the glass or bottle plus creative low alcohol offerings. Casual setting with upscale food offerings-menu changes seasonally. No reservations required.

historyText:
We first opened in February of 2020 and then had to close due to COVID. We have just reopened with new offerings for breakfast, brunch and lunch. All items are created by the Chef/Owner Mark who has been in the culinary business since 1996.  Come and enjoy his creations which are made with locally and sustainably sourced ingredients and curated with the passion and love he has for feeding others.

businessOwnerBio:
None"
Daeho Kalbijjim &amp; Beef Soup,(415) 563-1388,$$$,4.5,1873,https://www.yelp.com/biz/daeho-kalbijjim-and-beef-soup-san-francisco-9?osq=Restaurants,daehokalbijjim.com,"Beef Rib, Braised Short Rib, Spicy Beef Soup, Beef Brisket Point Bone Soup","1620 Post St San Francisco, CA 94115",Claimed,"Korean, Soup, Noodles","Offers Delivery,Offers Takeout",,"speciality:
BEEF RIB!!
Kalbijjim(braised prime beef rib), kalbi tang(prime beef rib soup, boiled beef, organic beef bone marrow soup, stone pot bibimbap)

historyText:
None

businessOwnerBio:
None"
Pinsa Rossa,(415) 922-4700,,4.6,68,https://www.yelp.com/biz/pinsa-rossa-san-francisco?osq=Restaurants,pinsarossa.com,"Truffle Cheek Pizza, Stracciatella, Caesar Salad, Carbonara Pizza, Meatballs, Heavenly Mushroom, Burrata, Broccolini, Spicy Calabrian Pizza, Margherita, Sausage Pinsa, Prosciutto Pizzas, Carpaccio Plate, Eggplant Parmigiana, Hamachi Crudo, Prosciutto Cotto, White, Bruschetta, Classic Caprese, Calzone","2101 Fillmore St San Francisco, CA 94115",Claimed,"Italian, Pizza, Beer Bar","Offers Delivery,Offers Takeout,Accepts Credit Cards",,"speciality:


historyText:


businessOwnerBio:
"
Santeria,(415) 896-4496,$$,4.4,297,https://www.yelp.com/biz/santeria-san-francisco?osq=Restaurants,santeria-sf.com,"Churros, Quesa Tacos, Carne Asada Plate, Fish Tacos, Al Pastor Tacos, Carnitas Tacos, Chicken Queso Tacos, Mushroom Tacos, Queso Fundido, Chipotle Chicken Quesadilla, Chilaquiles, Chicharrones, Lamb Birria Quesadilla, Tres Leches, Papas Bravas, Esquites, Pulpo Al Pastor, Chicken Enchiladas, Michelada","2251 Market St San Francisco, CA 94114",Claimed,"Mexican, Cocktail Bars","Takes Reservations,Offers Delivery,Offers Takeout,Pescatarian Options",,"speciality:
Our margaritas are made with 100% blue agave tequilas. We hope our homemade infusions make for a unique experience. Our passion is all agave spirits. We have curated a list that will cure all your worries. Traditional Michoacán carnitas, Pulpo al Pastor, and Tinga Flautas are just a few of the dishes you can expect from our menu.

historyText:
The story begins in a small village outside of San Felipe, Guanajuato, located in the heart of Mexico, called El Varal, where I was raised by my grandparents, Mama Emilia and Papa Reyes. I wanted to honor my childhood in El Varal with the perfect unity of Mama Emilia's healing through plants and prayer and Papa Reyes' gift in captivating the true essence of the agave, something tequila, mezcal, or sotol will never do. Here at Santería, we have started our quest in reverse, into the beginning of this incredible story of maguey by adding an intentional element of healing and tradition into every dish and cocktail.

businessOwnerBio:
None"
Mr. Digby’s,(415) 896-4973,,4.3,154,https://www.yelp.com/biz/mr-digby-s-san-francisco-2?osq=Restaurants,mrdigbys.com,"Deviled Eggs, Chicken Pot Pie, French Onion Soup, Beef Tartare, Baked Eggs Alla Vodka, Salisbury Meatballs, French Toast, Pork Chops, Salt and Pepper Chicken Wings, Calabrian Chili, Trout, Hen of the Woods, Crumbled Parmesan Crisp, Sesame Flatbread, Steak Tartare, Corn & Shrimp Fritters, Farro, Roasted Broccoli, Ratatouille","1199 Church St San Francisco, CA 94114",Claimed,"Cocktail Bars, Comfort Food, Breakfast & Brunch","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",Kristen and Mike M.,"speciality:
Join us for Happy Hour!
Tuesday - Sunday from 5:00pm to 6:00pm
$4 bar bites
$10 cocktails
$8 wine
$4 beer
Hope to see you then!

historyText:
None

businessOwnerBio:
Mr. Digby&#39;s is a neighborhood bar and restaurant offering elevated American comfort food and classic cocktails in a comfortable, polished setting. Owned and operated by the husband-and-wife team of Mike and Kristen McCaffery, Mr. Digby&#39;s is the newest addition to Noe Valley!<br><br>Mr. Digby was the family&#39;s Old English Sheepdog. Due to his friendly and gentle demeanor and his propensity to wait on the front lawn for his owners to come home from school, Digby soon became a staple in his neighborhood. Friends and strangers alike knew him by name. Mr. Digby embodies the spirit of our new restaurant - a neighborhood staple where we know each other by name. We look forward to welcoming you to Mr. Digby&#39;s. <br><br>You can also join us at our sister restaurant, NOVY!"
Noodle in a Haystack,,$$$$,4.8,72,https://www.yelp.com/biz/noodle-in-a-haystack-san-francisco?osq=Restaurants,noodleinhaystack.com,"Deviled Egg, Ramen Egg, Yuzu Shio Ramen, Deviled Ramen, Dry Ramen, Star Abura Soba Ramen, Chicken Paitan Ramen, Avocado Toast, Pork Belly Karaage, Wagyu Abura Soba, Fried Pork Belly, Chili, Hour Braised Pork Belly, Kanpachi Crudo, Shimamoto Noodles, Dorayaki, Almond Tofu, Carbonara, Scallops, Ma Ze Tan Tan Men","4601 Geary Blvd San Francisco, CA 94118",Claimed,"Ramen, American (New)",Takes Reservations,Clint T.,"speciality:
A first of it's kind, hyper intimate Ramen inspired tasting menu with unique ramen styles crafted each month.

historyText:
We started off as a ramen pop-up after returning from living in Tokyo for 7 years. Opened first brick and mortar in 2021 dedicated to crafting a one of a kind innovative ramen inspired tasting menu.

businessOwnerBio:
I&#39;m Clint, an SF native who spent 7 years of my life living in Tokyo. I returned with my wife and started a ramen pop-up. <br><br>This is our first brick and mortar. The restaurant is dedicated to providing an intimate dining experience like no other in the city focused on crafting a unique tasting menu inspired by ramen, the techniques, and philosophy."
Xian Bistro,(628) 270-0966,,4.9,7,https://www.yelp.com/biz/xian-bistro-san-francisco-2?osq=Restaurants,xianbistro.com,,"2543 Noriega St San Francisco, CA 94122",Claimed,"Chinese, Cocktail Bars, Chicken Wings","Offers Takeout,Accepts Credit Cards,Waiter Service,Free Wi-Fi",,"speciality:
Experience the flavors of Northern China at Xiān Bistro. We are committed to serving the most savory Chinese cuisine made with fresh noodles and quality meats. Our chefs skillfully prepare each dish with distinct sauces and spices, creating unique flavors that will tantalize your taste buds. Whether you're craving traditional favorites or want to explore new and exciting dishes, our menu has something for everyone. Come and join us for an unforgettable dining experience.

historyText:
None

businessOwnerBio:
None"
Nopa,(415) 864-8643,$$$,4.2,5474,https://www.yelp.com/biz/nopa-san-francisco?osq=Restaurants,nopasf.com,"Pork Chop, Grass Fed Burger, Pickled Onion and Gruyere, Rotisserie Chicken, Smoked Trout, Avocado Toast, Little Fried Fish, Soft Scrambled Eggs, Duck Breast, Oven Baked Egg, Butter Basted Eggs, Fried Chicken, Little Gem Salad, Amuse Bouche, Roasted Chicken, Fish Stew, Sopapillas","560 Divisadero St San Francisco, CA 94117",Claimed,"American (New), Desserts, Cocktail Bars","Takes Reservations,Walk-ins Welcome",,"speciality:
Specializing in organic wood-fired cuisine, we serve simple food created with seasonal ingredients sourced from local farms and purveyors.

historyText:
None

businessOwnerBio:
None"
Frances,(415) 621-3870,$$$,4.3,1566,https://www.yelp.com/biz/frances-san-francisco?osq=Restaurants,frances-sf.com,"Applewood Smoked Bacon Beignets, Lumberjack Cake, Five Dot Bavette Steak, Panisse Frites, Kale Salad, Honey Brined Sakura Pork Chop, Roasted Cauliflower Soup, Chicory Salad","3870 17th St San Francisco, CA 94114",Claimed,"American (New), Wine Bars","Takes Reservations,Offers Delivery,Offers Takeout,Walk-ins Welcome",,"speciality:


historyText:


businessOwnerBio:
"
Dumpling Kitchen,(415) 682-8938,$$,4.1,2091,https://www.yelp.com/biz/dumpling-kitchen-san-francisco?osq=Restaurants,dumplingkitchenca.com,"Hot & Sour Soup, Walnut Prawns, Sticky Rice Roll, Mu Shu, Sweet and Sour Chicken","1935 Taraval St San Francisco, CA 94116",Claimed,Chinese,"Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Dumpling Kitchen is your neighborhood haven for high-standard, authentic cuisine. Our specialty lies in crafting handmade dumplings, each meticulously prepared using generations-old recipes and the finest locally-sourced ingredients. Our menu, rich with diverse flavors, promises to delight every palate.

We extend a warm invitation to step into our cozy atmosphere that feels just like home. Here, dining transcends the ordinary; it's an experience, a journey of culinary delight, underpinned by our commitment to sustainability. So, visit us at Dumpling Kitchen, where a remarkable neighborhood dining experience awaits you.

historyText:
None

businessOwnerBio:
None"
Mattina,,,4,51,https://www.yelp.com/biz/mattina-san-francisco?osq=Restaurants,mattinasf.com,"Bucatini, Arancini, Bruschetta, Gnocco Fritto, Insalata Bianca, Mushroom Tagliatelle, Branzino, Meatballs, Brisket, Octopus, Triangoli","2232 Bush St San Francisco, CA 94115",,"Italian, Coffee & Tea, Breakfast & Brunch","Outdoor Seating,Casual Dress,Street Parking",,"speciality:


historyText:


businessOwnerBio:
"
C.Q. Noodles,(415) 751-5332,$$,4.6,119,https://www.yelp.com/biz/c-q-noodles-san-francisco-2?osq=Restaurants,cqnoodlesca.com,"House Special Beef Rib Noodle Soup, Chongqing Style Roast Beef Noodle Soup, Stir Fried Beef Noodles, Pan Fries Shanghai Buns, Chongqing Style Braised Pork Over Rice Combo, Chinese Sausage Skewer, Chongqing Style Dry Fried Chicken Wings, Chongqing Spice Braised Dish, Deep Fried Pork Slices, Spicy Pig Ears, Chongqing Style Roast Pork Intestine Noodle Soup, Stir Fried Lamb Noodles, Chongqing Noodle Soup Special, Chongqing Style Pork Trotters Noodle Soup, Tomato Beef Stew Over Rice Combo, Braised Beef Over Rice Combo, Chicken Heart Skewer, Chongqing Style Roast Beef Mixian Soup, Stir Fried Chicken Noodles","2121 Clement St San Francisco, CA 94121",Claimed,"Chinese, Noodles, Soup","Takes Reservations,Offers Delivery,Offers Takeout",,"speciality:
Our Hand cut noodles are made fresh per order. 

historyText:
Formerly Panda Noodles now changed to C.Q. (ChongQing) Noodles. 

businessOwnerBio:
None"
Blind Butcher,(415) 529-2478,$$,4,284,https://www.yelp.com/biz/blind-butcher-san-francisco-2?osq=Restaurants,blindbutcher.com,"Truffle Lobster Mac, Cowboy Ribeye, Beef Short Rib, Braised Short Ribs, Wagyu Burger, Lamb Lollipops, Prime Ribeye, Filet Mignon, Shishito, Rack of Lamb, Grilled Prosciutto Burrata, Opera Cake, Chimichurri, Crispy Calamari, Kale Salad, Butter Seared Rosemary Chicken, Tiramisu, Wagyu Beef Sliders, Lamb Chops, Roka Salad","4058 18th St San Francisco, CA 94114",Claimed,"American (New), Wine Bars","Takes Reservations,Offers Takeout",,"speciality:


historyText:


businessOwnerBio:
"
